Headlines,Time,Description
"U.S. Congress needs compromise to extend COVID-19 unemployment payments, Pelosi says",Jul 12 2020,Democratic House Speaker Nancy Pelosi said on Sunday she believes U.S. lawmakers can find a compromise on extending jobless benefits and unemployment insurance for Americans struggling amid coronavirus pandemic shutdowns.
Volkswagen to replace head of software division: Handelsblatt,Jul 12 2020,"Volkswagen  is replacing its head of software development, newspaper Handelsblatt reported on Sunday, as the German carmaker wrestles with the transition to electric vehicles."
"WeWork expects to have positive cash flow in 2021, Financial Times reports",Jul 12 2020,"WeWork Executive Chairman Marcelo Claure said the office-sharing company was on course to have positive cash flow in 2021, a year earlier than a target the company set in February, the Financial Times reported on Sunday."
Touchless: How the world's busiest airport envisions post-COVID travel,Jul 12 2020,"With COVID-19 ravaging the aviation industry, airlines and airports worldwide are reining in costs and halting new spending, except in one area: reassuring pandemic-wary passengers about travel."
France's Engie to designate new CEO in September: newspaper,Jul 12 2020,"Engie  will designate a new chief executive officer in September as the former French gas monopoly pushes ahead with a transformation towards renewable energies and client solutions, executives told Le Journal du Dimanche newspaper."
"Mandatory masks, Mickey at a distance as Walt Disney World reopens",Jul 11 2020,Mickey waved from a distance and visitors wore colorful face masks with mouse ears on Saturday as Florida's Walt Disney World opened to the public for the first time in four months amid a surge of coronavirus cases in the state.
Ubisoft announces staff departures after misconduct allegations,Jul 11 2020,"French video games group Ubisoft announced several staff departures on Saturday after conducting a review in response to allegations of misconduct at the company, which earlier reports said centered around sexual misconduct charges."
"U.S. sets record for new COVID cases third day in a row at over 69,000",Jul 11 2020,"New cases of COVID-19 rose by over 69,000 across the United States on Friday, according to a Reuters tally, setting a record for the third consecutive day as Walt Disney Co stuck to its plans to reopen its flagship theme park in hard-hit Florida."
"UK plans to create 'freeports,' cut taxes: Sunday Telegraph",Jul 11 2020,"British finance minister Rishi Sunak is preparing to introduce sweeping tax cuts and an overhaul of planning laws in up to 10 new “freeports” within a year of the UK's becoming fully independent from the European Union in December, the Sunday Telegraph said."
"Elon Musk's net worth zooms past Warren Buffett's, Bloomberg reports",Jul 11 2020,"Elon Musk's net worth soared past Warren Buffett on Friday as the chief executive officer of Tesla Inc  became the seventh richest person in the world, according to the Bloomberg Billionaires Index."
Exclusive: India asks court to stymie potential challenge to Chinese app ban,Jul 11 2020,"India's government has petitioned a state court to stop any of the Chinese companies whose 59 apps it recently banned from obtaining an injunction to block the order, according to two sources and the legal filing."
Chinese electric vehicle maker Li Auto files for U.S. listing,Jul 11 2020,"Chinese electric vehicle (EV) maker Li Auto Inc, backed by food delivery giant Meituan Dianping , has filed for a U.S. initial public offering."
Goya chief executive sparks backlash over praise for Trump,Jul 11 2020,"Goya Foods Inc, the largest Hispanic-owned U.S. food company and a popular brand among Latino Americans, became the target of a boycott campaign on social media on Friday sparked by its CEO effusively praising President Donald Trump at the White House."
Wall Street Week Ahead: Investors await BlackRock earnings after blistering second quarter market rally,Jul 11 2020,"Investors will watch next week's earnings from BlackRock , the world's largest asset manager, for a snapshot of how the industry performed during the second quarter's dramatic rebound in global financial markets."
"Amazon.com bans, then un-bans TikTok app from employee mobile devices",Jul 10 2020,"In the span of a few hours on Friday, Amazon.com Inc banned and then unbanned the TikTok video sharing app from employee mobile devices, calling the move a mistake."
U.S. insurers eye Legionnaires' disease safeguards as buildings re-open from pandemic shutdowns,Jul 10 2020,(This story removes reference to "cooling tower of the hotel's air-conditioning system" in eighth paragraph)
"U.S. slaps French goods with 25% duties in digital tax row, but delays effective date",Jul 10 2020,"The Trump administration on Friday announced additional duties of 25% on French cosmetics, handbags and other imports valued at $1.3 billion in response to France's digital services tax, but would hold off on implementing the move for up to 180 days."
LinkedIn sued over allegation it secretly reads Apple users' clipboard content,Jul 10 2020,Microsoft Corp's  LinkedIn was sued by a New York-based iPhone user on Friday for allegedly reading and diverting users' sensitive content from Apple Inc's  Universal Clipboard application.
UK expected to order removal of Huawei 5G equipment by 2025: Telegraph,Jul 10 2020,"The British government is expected to set a deadline of 2025 for removing equipment made by China's Huawei from the country's 5G telecoms networks, the Telegraph newspaper said on Friday."
Tesla to hold annual shareholder meet and 'Battery Day' on Sept. 22,Jul 10 2020,"Tesla Inc will hold its annual shareholder meeting in person on Sept. 22 at its Fremont factory in California, the electric carmaker said on Friday."
Wall Street jumps with financials; Gilead data offsets virus fears,Jul 10 2020,"U.S. stocks rose on Friday as a positive analysis on Gilead Sciences Inc's antiviral drug to treat COVID-19 helped to soothe investor worries over a record rise in coronavirus cases in the United States, and as financial shares surged."
"RBC commits C$150 million to diversity push, aims for more minority executives",Jul 10 2020,(This July 6 story corrects to say Canadian Imperial Bank of Commerce has one black board director instead of "none of the top six banks had either a Black CEO or a board member")
"Credit Suisse settles U.S. shareholder lawsuit over debt writedowns, disclosures",Jul 10 2020,"Credit Suisse Group AG  agreed to pay $15.5 million to settle a lawsuit accusing it of defrauding shareholders about its risk appetite and management before taking $1 billion of writedowns on souring debt, court filings on Friday show."
Amazon.com says it sent the TikTok ban email to employees in error,Jul 10 2020,Amazon.com Inc said it sent an email earlier on Friday that requested employees remove the TikTok app from mobile devices that also had access to company emails in error.
Cash-strapped New Jersey to borrow up to $9.9 billion under deal,Jul 10 2020,"New Jersey, one of the states hardest hit by the coronavirus outbreak, would borrow up to $9.9 billion from sources that could include the U.S. Federal Reserve to deal with massive revenue losses from the economic shutdown, under an agreement announced on Friday between the governor and legislative leaders."
Global stocks jittery as record U.S. virus count weighs on risk appetite,Jul 10 2020,Global equity benchmarks edged higher after struggling for direction for most of the day and bond yields flat-lined on Friday as investors weighed a record number of new coronavirus cases in the United States against improving economic data in Europe and signs that Gilead Sciences Inc's remdesivir drug helped reduce the risk of death in severely-ill COVID-19 patients.
Amazon begins rolling out bigger UPS and FedEx-style delivery trucks,Jul 10 2020,"Amazon.com  is launching a new fleet of bigger, boxier trucks like those favored by rival package carriers United Parcel Service Inc  and FedEx Corp , as it fights to fix widespread pandemic-fueled delivery delays that sent customers into the arms of competitors like Walmart Inc ."
Trump adviser says next coronavirus relief bill to be more focused,Jul 10 2020,"White House economic adviser Larry Kudlow said on Friday a further round of economic impact payments to Americans should focus on those who no longer have a job to return to, saying the next coronavirus relief bill should be ""tighter"" than previous efforts."
U.S. dollar slides as vaccine news offsets surge in virus cases,Jul 10 2020,"The dollar slipped on Friday, as its safe-haven allure diminished, on hopes of a potential vaccine for the novel coronavirus that outweighed concerns about the surge in infections in the United States and around the world."
Exclusive: TIM excludes Huawei from 5G core equipment tender,Jul 10 2020,"Telecom Italia (TIM)  excluded China's Huawei Technologies from a tender it launched this month for 5G equipment for the core network it is preparing to build in Italy and Brazil, two sources familiar with the matter said."
Oil rises as International Energy Agency boosts demand forecast,Jul 10 2020,Oil prices climbed more than 2% on Friday after the International Energy Agency (IEA) bumped up its 2020 demand forecast but record-breaking new coronavirus cases in the United States tempered expectations for a fast recovery in fuel consumption.
"Fed adds Apple, Anheuser-Busch, Expedia to its bond holdings",Jul 10 2020,"The U.S. Federal Reserve added $1.33 billion in bonds of individual companies from June 22 to June 30, including iPhone maker Apple Inc, beer-producer Anheuser-Busch and travel booker Expedia Group."
‘The Ultimate Hold’: Why Disney has investors stuck in place,Jul 10 2020,"Walt Disney Co is planning to reopen its Orlando-based Walt Disney World theme park on July 11, ending the longest shutdown of the company's highly profitable U.S. theme park division in its history."
"Fiat Chrysler recalls more than 900,000 U.S. vehicles due to faulty air bag covers",Jul 10 2020,"Fiat Chrysler Automobiles NV  said on Friday it would recall about 925,239 of its older model vehicles in the United States to replace air bag covers on their steering wheels after 14 potentially related injuries."
Boeing in scramble to shore up 737 MAX financing,Jul 10 2020,"Boeing is scrambling to shore up financing for the 737 MAX as it awaits regulatory approval for design changes after the plane was grounded following two fatal crashes, industry sources said."
"UK economy to slump over 10%, debts to surge: Moody's",Jul 10 2020,"Britain will suffer the sharpest peak-to-trough economic slump of any major economy this year, rating agency Moody's warned on Friday, and the coronavirus crisis will push up national debt as a share of GDP by nearly a quarter."
Skin whitening creams remain online despite mercury findings,Jul 10 2020,"Skin-whitening creams identified as containing potentially dangerous levels of mercury continue to be sold online more than seven months after a watchdog group raised the alarm, including on platforms run by eBay, Amazon.com and Alibaba, a Reuters review of the sites shows."
Tesla appears poised to electrify S&P 500,Jul 10 2020,"(This story refiles to include full name of S&P Dow Jones Indices in paragraphs 5, 6 and 8)"
"Fed policymakers worry growth plateauing, pledge more support",Jul 10 2020,"(This July 7 story, corrects first name of Atlanta Federal Reserve Bank president to Raphael from Ralph in paragraph 5; the mistake also occurred in an earlier version of the story)"
"Exclusive: Apple supplier Foxconn to invest $1 billion in India, sources say",Jul 10 2020,"Foxconn  plans to invest up to $1 billion to expand a factory in southern India where the Taiwanese contract manufacturer assembles Apple  iPhones, two sources said."
U.S. companies seeking capital during pandemic test bank market's new normal,Jul 10 2020,NEW YORK (LPC) - Bank lenders for high-quality US companies are taking different refinancing avenues as they seek to extend maturities on billions of US dollars in loans at a time when the Covid-19 pandemic has made liquidity a top priority.
Google to restrict advertising of unauthorized tracking technology,Jul 10 2020,"Google said it would change its policies in August to restrict advertising for spyware and malware that can be used to track a user's texts, phone calls, or browsing history."
Upbeat economic data helps European shares snap three-day losing run,Jul 10 2020,"European shares rose on Friday after upbeat industrial output data from Italy and France raised hopes of an economic recovery, even as a spike in coronavirus cases around the world kept gains in check."
"Buffett's Berkshire Hathaway reduces share count, suggesting possible buybacks",Jul 10 2020,"Berkshire Hathaway Inc has reduced its share count by 1.2% since April 23, a regulatory filing shows, suggesting that Chairman Warren Buffett might have become more aggressive in repurchasing its significantly underperforming stock."
Exclusive: Lonza expects EPA approval 'very soon' to make COVID-killing claims for surface disinfectants,Jul 10 2020,"Lonza Group AG is in the “last step” of discussions with U.S. regulators for approval to claim that its formulation is effective in killing the novel Coronavirus on surfaces, an executive at the pharmaceutical and chemical giant told Reuters."
Muji's U.S. business seeks bankruptcy protection over coronavirus,Jul 10 2020,"Minimalist lifestyle brand Muji's U.S. subsidiary has filed for Chapter 11 bankruptcy protection, its Japanese owner Ryohin Keikaku Co said on Friday, joining the list of casualties from the coronavirus pandemic."
"Standard Life Aberdeen sells Boohoo shares, citing 'inadequate' response to allegations",Jul 10 2020,"Investor Standard Life Aberdeen  said on Friday it had sold its shares in fashion retailer Boohoo , describing the company's response to allegations of worker abuse at supplier factories as ""inadequate""."
U.S. producer prices unexpectedly fall; underlying inflation stabilizing,Jul 10 2020,"U.S. producer prices unexpectedly fell in June as rising costs for energy goods were offset by weakness in services, pointing to subdued inflation that should allow the Federal Reserve to keep pumping money into the economy to arrest a downward spiral."
Take Five: A bull with underlying health conditions,Jul 10 2020,"Southern European bonds and the euro have rallied hard in the two months since France and Germany mooted a 750 billion-euro  ($848 billion) post-COVID-19 recovery fund. On July 17-18, European leaders meet to hammer out details. But differences remain on whether the fund should be based on loans or grants; if the proposal stumbles, markets will take it badly."
Tesla rival Rivian adds $2.5 billion investment led by T. Rowe Price,Jul 10 2020,"Electric vehicle startup Rivian, which is backed by Amazon  and Ford Motor  and aims to put an electric pickup and SUV in production in 2021, boosted its war chest further with a $2.5-billion investment round led by T. Rowe Price , Rivian said Friday."
"AliExpress Russia eyes $10 billion turnover by 2022-2023, up an estimated 66%",Jul 10 2020,"AliExpress Russia, an e-commerce venture between Chinese online shopping giant Alibaba and Russian partners, said it was aiming for annual turnover of $10 billion by 2022-2023, up from what analysts estimate is about $6 billion now."
IEA raises 2020 oil demand forecast but warns COVID-19 clouds outlook,Jul 10 2020,The International Energy Agency (IEA) bumped up its 2020 oil demand forecast on Friday but warned that the spread of COVID-19 posed a risk to the outlook.
EU assessing supervisors' responsibilities over Wirecard scandal: Dombrovskis,Jul 10 2020,"The European Commission has asked the bloc's market regulator to assess the responsibilities of financial supervisors in the scandal that led to the collapse of German fintech firm Wirecard, the EU executive's vice-president said on Friday."
Germany will have to change oversight laws after Wirecard case: Scholz,Jul 10 2020,"The Wirecard case will result in changes to laws on financial oversight, Finance Minister Olaf Scholz said on Friday, as German prosecutors probe alleged fraud, balance falsification and market manipulation at the collapsed firm."
China floods blamed for fresh African swine fever outbreaks,Jul 10 2020,"Outbreaks of deadly African swine fever are surging in some parts of southern China following heavy rains, analysts and industry sources said, in what could be a big setback for Beijing's goal of replenishing pork supplies."
"UK cyber security centre continuing work on Huawei, says PM's spokesman",Jul 10 2020,"Britain's National Cyber Security Centre is continuing its work looking into Huawei, a spokesman for Prime Minister Boris Johnson said on Friday, responding to reports that culture minister Oliver Dowden would make a statement on Tuesday."
Exclusive: Google can ward off EU antitrust probe into Fitbit deal with data pledge,Jul 10 2020,"Google may be able to stave off a full-scale EU antitrust investigation into its planned $2.1 billion bid for Fitbit  by pledging not to use Fitbit's health data to help it target ads, people familiar with the matter said."
Pandemic-proofing: Insurance may never be the same again,Jul 10 2020,Insurers are creating products for a world where virus outbreaks could become the new normal after many businesses were left out in the cold during the COVID-19 crisis.
Uber agrees to pay $3.8 million Denmark fine over taxi law: police,Jul 10 2020,"Uber has agreed to pay a 25 million Danish crowns ($3.8 million) fine in Denmark, settling claims of breaching local taxi law out of court, Danish police said on Friday."
Italy's Armani returned to sales growth in 2019,Jul 10 2020,"Sales at Italian fashion group Giorgio Armani returned to growth in 2019, a year in advance of its target, after a three-year planned fall from streamlining its distribution and brand portfolio under just three labels."
"Exclusive: Japan may still build Aegis Ashore despite reports of cancellation, source says",Jul 10 2020,"Japan may still build Aegis Ashore missile defense systems to defend against attacks by North Korea and other regional rivals, including China, a source told Reuters just weeks after reports that the proposal had been killed."
Tech giant Tencent makes peace with China's 'old godmother',Jul 10 2020,"Chinese tech giant Tencent said it has made peace with the country's best-known chilli oil maker Lao Gan Ma, after an advertising scam that bewildered many and generated a public relations nightmare."
Honda invests in China's CATL to jointly develop EV batteries,Jul 10 2020,"Japan's Honda Motor Co Ltd  will buy a 1% stake in Chinese electric vehicle (EV) battery maker Contemporary Amperex Technology (CATL)  and the two will jointly develop EV batteries, the companies said on Friday."
"EU regulators to decide by July 31 on Alstom, Bombardier deal",Jul 10 2020,European Union antitrust regulators have set a new deadline of July 31 to rule on Alstom's  bid for Bombardier Inc's  transport business after the French TGV high-speed train maker offered to sell assets to address competition concerns.
Death of Macau's casino king comes as gambling hub faces new era,Jul 10 2020,"Hong Kong's highest-profile officials and business people paid their respects on Friday to Macau's gambling king, Stanley Ho, who built a business empire from scratch in the former Portuguese colony and became one of Asia's richest men."
Exclusive: India panel proposes new regulator for non-personal data: draft report,Jul 10 2020,"India should set up a data regulator and require companies to disclose how they collect and store data devoid of personal details or which has been anonymised, a panel tasked to draw up such regulations has said in a draft report seen by Reuters."
ING accelerates Dutch branch closures as customers go digital,Jul 10 2020,"Dutch bank ING  will close a quarter of its bank branches in the Netherlands as the COVID-19 pandemic has accelerated the switch to digital banking, it said on Friday."
Japan Display aims to bring some panel production back from China after coronavirus,Jul 10 2020,"Japan Display Inc  aims to bring some automotive panel production back to Japan after the novel coronavirus outbreak disrupted its supply chain in China, a company executive said on Friday."
What's in a name? Banks count cost of loans in NMC collapse,Jul 10 2020,"As the crisis engulfing his business empire deepened, Bavaguthu Raghuram Shetty met with Bank of Baroda officials in mid-March to discuss the $250 million he and his firms owed."
Blackouts darken misery of Lebanon's economic collapse,Jul 10 2020,"Samira Hanna spends a lot of time in the dark. Her old Beirut apartment gets less than two hours of electricity a day, and with Lebanon's economy in ruins, the grandmother can barely afford candles, let alone a private generator."
BOJ offers virtual tour as headquarters off limits amid pandemic,Jul 10 2020,"Forced to cancel a popular on-site tour due to the coronavirus pandemic, the Bank of Japan created a virtual one that takes viewers through the brick corridors, dome-roofed rooms and even an underground vault of its century-old headquarters online."
Russia's Nornickel fights cover-up accusations over Arctic oil spill,Jul 10 2020,"Pressure is mounting on Russian mining company Norilsk Nickel over an Arctic oil spill that has wiped about 17% off its share price, left it with a hefty compensation bill and exposed it to accusations of covering up the full extent of the damage."
"Explainer: Dollar peg is critical to Hong Kong amid U.S. threats, China worries",Jul 10 2020,China's national security law for Hong Kong and moves by the United States to begin withdrawing privileges enjoyed by the city under U.S. law have unsettled investors.
Fast Retailing cuts outlook on pandemic woes despite Uniqlo June rebound,Jul 10 2020,(This July 9 story corrects paragraph 5 figure to trillion from billion.)
Japan's economy to shrink at fastest pace in decades this fiscal year due to pandemic: Reuters poll,Jul 10 2020,"Japan's economy will shrink at the fastest pace in decades in the year through March 2021, forcing the government to compile another stimulus package to cushion the blow from the coronavirus pandemic, a Reuters poll showed on Friday."
IMF urges 'equity-like' government support for virus-hit firms,Jul 09 2020,International Monetary Fund Chief Economist Gita Gopinath urged governments to shift to "equity-like" support from one focused on loans as the coronavirus pandemic inflicts prolonged damage on companies.
China's aviation industry suffers $4.9 billion loss in second quarter on coronavirus jolt,Jul 09 2020,"China's aviation industry sank further into the red, losing  34.25 billion yuan ($4.89 billion) in the second quarter, only slightly narrower than in the first quarter, underlining the colossal financial impact from the coronavirus pandemic."
A space odyssey: Britain rockets into unknown with OneWeb,Jul 09 2020,Britain is betting that satellite operator OneWeb will help it boldly go into a post-Brexit era. But it faces formidable challenges to complete a working constellation and rebuild a collapsed venture that has proved a money pit for investors.
Pharmacy executives tied to deadly U.S. meningitis outbreak lose appeals,Jul 09 2020,A federal appeals court on Thursday cleared the way for prosecutors to seek longer prison sentences for a founder and supervisory pharmacist of a Massachusetts compounding pharmacy whose tainted drugs sparked a deadly fungal meningitis outbreak in 2012.
Ford says restrictions at Mexico plants 'not sustainable',Jul 09 2020,"Ford Motor Co on Thursday said new staffing restrictions imposed on plants producing car parts in the Mexican state of Chihuahua were ""not sustainable,"" the latest sign U.S. automakers are still reeling from coronavirus lockdowns in Mexico."
"Dow, S&P 500 fall on fears over virus resurgence but Nasdaq ends at record high",Jul 09 2020,"The S&P 500 and Dow dropped on Thursday as investors worried about another round of business shutdowns to contain a surge in coronavirus cases and began to shift their focus to earnings, while the Nasdaq hit another record closing high."
Ford says restrictions at Mexico plants producing auto parts "not sustainable",Jul 09 2020,"Ford Motor Co  on Thursday said restrictions imposed by Mexico's Chihuahua state on staffing at factories producing vital car parts was ""not sustainable"", but that it would not impact production next week in Ford's U.S. plants."
Exclusive: Amazon plans at least $100 million to keep Zoox talent after $1.3 billion deal,Jul 09 2020,"Amazon.com Inc  plans to create at least $100 million in stock awards to retain the 900-plus employees of Zoox, the self-driving car startup it offered to buy last month, and can walk away from the deal if large numbers of them turn down job offers from the technology giant."
Wells Fargo names new head of mortgage,Jul 09 2020,Wells Fargo & Co  said on Thursday it has hired Flagstar Bank's Kristy Fercho to run its mortgage division following the retirement of 23-year veteran Michael DeVito from the company.
Global stocks succumb to shutdown fears but China charges on,Jul 09 2020,"Equity markets slid on Thursday after U.S. data raised worries about the economy's recovery and doused enthusiasm that drove a Chinese stock rally for an eighth straight day, while the dollar rebounded as new coronavirus cases hit another record."
Dollar rises from four-week low as U.S. stocks end mixed,Jul 09 2020,"The dollar climbed from a four-week low on Thursday, as a decline in U.S. stocks enhanced the currency's safe-haven appeal for investors following a surge in new coronavirus cases and a U.S. Supreme Court ruling on President Donald Trump's financial records."
U.S. judge rejects immediate bail for accused Carlos Ghosn smugglers,Jul 09 2020,"A U.S. judge on Thursday refused to grant immediate bail to a Massachusetts father and son who are trying to avoid extradition to Japan, after being accused of helping smuggle former Nissan Motor Co chairman Carlos Ghosn out of that country."
UK watchdog seeks record fine for Deloitte audit of Autonomy,Jul 09 2020,"Deloitte should be fined a record 15 million pounds ($19 million) for ""serious and serial failings"" in its audit of technology company Autonomy, a lawyer for Britain's accounting watchdog told an independent tribunal on Thursday."
"Exclusive: U.S. finalizing federal contract ban for companies that use Huawei, others",Jul 09 2020,"The Trump administration plans to finalize regulations this week that will bar the U.S. government from buying goods or services from any company that uses products from five Chinese companies including Huawei, Hikvision and Dahua, a U.S. official said."
Exclusive: Electric car maker Fisker eyes deal to go public,Jul 09 2020,"Electric vehicle maker Fisker Inc is in talks to go public through a sale to a so-called blank-check acquisition company, modeled after a successful deal earlier this year by peer Nikola Corp , people familiar with the matter said on Thursday."
Oil falls $1/bbl as resurgent pandemic prompts worries about U.S. demand,Jul 09 2020,Oil prices fell about $1 a barrel on Thursday as investors worried that renewed lockdowns to contain the spread of coronavirus in the United States would again sink fuel consumption.
U.S. recovery in limbo as retail traffic falls in virus hot spots,Jul 09 2020,"U.S. states that have driven a record surge in coronavirus cases may now be slipping backward https://graphics.reuters.com/USA-ECONOMY/REOPEN/yxmpjlxewpr in their economic recovery, as cellphone data shows retail visits in a clutch of high case-growth locations falling below the rest of the country."
"'Disaster' U.S. earnings loom, but investors try and look beyond",Jul 09 2020,"U.S. companies are preparing to open their books on a quarter that is set to show the biggest earnings fall since the financial crisis, leaving investors looking for light at the end of the tunnel."
Starbucks makes face masks mandatory at all company-owned U.S. outlets,Jul 09 2020,"Starbucks Corp  said on Thursday customers would have to wear face coverings at all company-owned U.S. stores, starting July 15, to contain the spread of the novel coronavirus."
Harley-Davidson to cut hundreds of jobs as part of turnaround strategy,Jul 09 2020,Harley-Davidson Inc  on Thursday said it will lay off 500 employees this year as part of new Chief Executive Jochen Zeitz's efforts to revive the struggling motorcycle maker.
"LATAM Airlines adds $1.3 billion to bankruptcy financing proposal, Brazil unit seeks protection",Jul 09 2020,"LATAM Airlines, the largest airline group in Latin America, said Thursday it had secured an additional $1.3 billion for its financing proposal before a New York bankruptcy court, while adding its unit in Brazil to the debt restructuring process."
European stocks slide as Wall Street hit by virus surge,Jul 09 2020,European stocks closed sharply lower on Thursday as Wall Street tumbled after another record surge in U.S. coronavirus cases that raised fears of fresh lockdowns.
Weekly jobless claims near four-month low; millions drawing unemployment benefits,Jul 09 2020,"The number of Americans filing for jobless benefits dropped to a near four-month low last week, but a record 32.9 million people were collecting unemployment checks in the third week of June, supporting expectations the labor market would take years to recover from the COVID-19 pandemic."
VW's labour chief sees no need for more cost cuts,Jul 09 2020,Volkswagen's  labour chief Bernd Osterloh has been on a roadshow to tell analysts and investors the carmaker has no need for deeper cost cuts in Germany.
"Nokia launches data centre networking tools, developed with Apple",Jul 09 2020,"Finland's Nokia launched a set of tools on Thursday for data centre networking, developed in cooperation with Apple Inc, to help companies to manage the growth in traffic as 5G and machine learning technologies roll out."
German prosecutors open Wirecard money laundering probe,Jul 09 2020,"German state prosecutors are investigating individuals at Wirecard  for suspected money laundering, they said on Thursday, adding to probes into alleged fraud, balance falsification and market manipulation at the collapsed firm."
"Rolls-Royce burns through 3 billion pounds, expects more cash outflows",Jul 09 2020,"Aerospace engineer Rolls-Royce  burned through 3 billion pounds ($3.8 billion) in the first half as the hours flown by its engines halved due to the COVID-19 pandemic, and said it expected a further 1 billion pound outflow in the second half."
Delta CEO cautious over adding new flights amid U.S. COVID-19 spikes,Jul 09 2020,"Delta Air Lines  is cautious about adding more flights to its schedule due to spikes in coronavirus cases through the southeast and southwest of the United States, Chief Executive Ed Bastian said in an employee memo on Thursday."
New $1 billion fund aims to steer antibiotic companies in tough market,Jul 09 2020,Several large drugmakers including Merck & Co Inc  and Pfizer Inc  on Thursday unveiled a $1 billion fund to bolster struggling antibiotic companies and sustain a pipeline for new treatments.
ByteDance evaluates changes to corporate structure of TikTok,Jul 09 2020,"ByteDance is looking to make changes to the corporate structure of its short video app TikTok, a company spokesperson said on Thursday."
Wells Fargo preparing to cut thousands of jobs: Bloomberg Law,Jul 09 2020,"Wells Fargo & Co  is preparing to cut thousands of jobs starting later this year, Bloomberg Law reported https://news.bloomberglaw.com/banking-law/wells-fargo-is-readying-thousands-of-job-cuts-to-start-this-year on Thursday, citing people familiar with the matter."
"Exclusive: Crypto exchange Coinbase readies landmark stock market listing, sources say",Jul 09 2020,"Coinbase Inc has started plans for a stock market listing that could come as early as this year, making it the first major U.S. cryptocurrency exchange to go public, according to three people familiar with the matter."
"British retail to lose further 5,000 jobs in blow to economy",Jul 09 2020,"Britain's high street faces more than 5,000 job cuts after two of its biggest names said that customers were unlikely to return to their old shopping habits after the coronavirus crisis, in the latest blow to the country's ailing economy."
American Airlines delays HK flights over new COVID-19 testing rules,Jul 09 2020,"American Airlines Group Inc said on Thursday it delayed flights to Hong Kong, a day after the city introduced mandatory virus tests for all arriving crew members."
VW's Skoda boss Maier to step down at end of July,Jul 09 2020,"Bernhard Maier, chairman of Czech carmaker Skoda Auto, part of the Volkswagen Group , will leave his post at the end of July after nearly five years, the company said on Thursday."
France urges no sackings at Airbus as workers march over jobs,Jul 09 2020,The French government backed union calls to avoid compulsory job cuts at Airbus on Thursday as several hundred workers marched from the company's headquarters to Toulouse-Blagnac airport.
TikTok says removed over 49 million videos in second half of 2019,Jul 09 2020,Social media app TikTok said on Thursday it removed more than 49 million videos from its platform in the second half of last year for violating its guidelines.
"Speedy removal of Huawei would cost UK, operators: Vodafone and BT",Jul 09 2020,"Britain's rebound from COVID-19 could be harmed if the government demands a speedy removal of telecoms equipment made by China's Huawei from mobile networks, Vodafone and BT warned on Thursday."
Brazilian airline Gol says expects to lose 3.20 reais per share in the second quarter,Jul 09 2020,"Brazil's Gol Linhas Aereas Inteligentes  said on Thursday it expects to lose 3.20 reais per share in the second quarter, and that it could reduce its fleet by 30 more aircraft in 2021-2."
Wells Fargo pledges $400 million in support of small business after PPP payout,Jul 09 2020,"Wells Fargo & Co  will donate over $400 million toward helping small businesses recover from the coronavirus pandemic, giving away all proceeds from its participation in the Payroll Protection Program."
Mexico's Aeromexico sees passenger traffic drop 86.1% in June,Jul 09 2020,Mexican carrier Aeromexico said on Thursday that passenger traffic dropped 86.1% in June when compared to the same month the previous year after the coronavirus pandemic eroded demand for air travel.
The man who led Wirecard into insolvency,Jul 09 2020,"On the night of June 18, Wirecard AG’s new compliance chief stayed up late at his office in the company’s low-rise headquarters in the Munich suburb of Aschheim to pore over the payment firm’s books."
Alstom offers French factory sale to clinch Bombardier deal,Jul 09 2020,France's TGV high-speed train maker Alstom  on Thursday offered to sell a French rail factory and make other concessions to win European Commission approval for its planned purchase of Bombardier Inc's  transportation business.
Malaysia's AirAsia seeks nearly $500 million in funding: report,Jul 09 2020,"Malaysia's AirAsia Group Bhd is looking to raise 2 billion ringgit ($469 million), its CEO was quoted as saying by the Nikkei Asian Review on Thursday, a day after its auditor cast doubt on the airline's ability to continue as a going concern."
"British retailer Boots to cut 4,000 jobs",Jul 09 2020,"Health and beauty retailer Boots, one of the best-known names on Britain's shopping streets, plans to cut 4,000 jobs and close 48 optician stores, in the latest major blow to the country's retail sector from the COVID-19 crisis."
